net_large_000.edgelist Time Taken: 0.064233
net_large_001.edgelist Time Taken: 3.16424
net_large_002.edgelist Time Taken: 0.077533
net_large_003.edgelist Time Taken: 0.041706
net_large_004.edgelist Time Taken: 0.307242
net_large_005.edgelist Time Taken: 28.2397
net_large_006.edgelist Time Taken: 0.006359
net_large_007.edgelist Time Taken: 0.071052
net_large_008.edgelist Time Taken: 0.027347
net_large_009.edgelist Time Taken: 0.059462
net_large_010.edgelist Time Taken: 0.068249
net_large_011.edgelist Time Taken: 0.04354
net_large_012.edgelist Time Taken: 0.636418
net_large_013.edgelist Time Taken: 0.119092
net_large_014.edgelist Time Taken: 0.041226
net_large_015.edgelist Time Taken: 0.159177
net_large_016.edgelist Time Taken: 2.38818
net_large_017.edgelist Time Taken: 54.9406
net_large_018.edgelist Time Taken: 0.41328
net_large_019.edgelist Time Taken: 0.070572
net_large_020.edgelist Time Taken: 0.269085
net_large_021.edgelist Time Taken: 7.74227
net_large_022.edgelist Time Taken: 0.39911
net_large_023.edgelist Time Taken: 0.196417
net_large_024.edgelist Time Taken: 1.62847
net_large_025.edgelist Time Taken: 0.523501
net_large_026.edgelist Time Taken: 9.31381
net_large_027.edgelist Time Taken: 9.81412
net_large_028.edgelist Time Taken: 0.083426
net_large_029.edgelist Time Taken: 0.100699
